NP_387882.1	BSU00010	dnaA
NP_391534.1	BSU36530	bcrC
NP_391535.1	BSU36540	ywnJ
NP_391536.1	BSU36550	spoIIQ
NP_391537.1	BSU36560	ywnH
NP_391538.1	BSU36570	ywnG
YP_009514007.1	BSU36575	NODATA
NP_391539.1	BSU36580	ywnF
NP_391540.1	BSU36590	clsA
NP_391541.1	BSU36600	mta
NP_391542.1	BSU36610	ywnC
NP_391543.1	BSU36620	ywnB
NP_391544.1	BSU36630	ywnA
NP_391545.1	BSU36640	ureC
NP_391546.1	BSU36650	ureB
NP_391547.1	BSU36660	ureA
YP_009514008.1	BSU36668	ywzE
NP_391548.1	BSU36670	csbD
NP_391549.2	BSU36680	ywmF
NP_391550.1	BSU36690	rapB
NP_391551.1	BSU36700	moaA
NP_391552.1	BSU36710	fdhD
NP_391553.1	BSU36720	ywmE
NP_391554.1	BSU36730	ywmD
YP_009514009.1	BSU36739	NODATA
NP_391555.1	BSU36740	ywmC
NP_391556.1	BSU36750	spoIID
NP_391557.1	BSU36760	murAA
NP_391558.1	BSU36770	ywmB
NP_391559.1	BSU36780	ywzB
NP_391560.1	BSU36790	ywmA
NP_391561.1	BSU36800	atpC
NP_391562.1	BSU36810	atpD
NP_391563.1	BSU36820	atpG
NP_391564.1	BSU36830	atpA
NP_391565.1	BSU36840	atpH
NP_391566.1	BSU36850	atpF
NP_391567.1	BSU36860	atpE
NP_391568.1	BSU36870	atpB
NP_391569.1	BSU36880	atpI
NP_391570.1	BSU36890	upp
NP_391571.1	BSU36900	glyA
NP_391572.1	BSU36910	ywlG
NP_391573.1	BSU36920	rpiB
NP_391574.1	BSU36930	prpB
NP_391575.1	BSU36940	mntP
NP_391576.1	BSU36950	tsaC
NP_391577.1	BSU36960	ywlB
NP_391578.1	BSU36970	spoIIR
NP_391579.1	BSU36980	ywlA
NP_391580.1	BSU36990	ywkF
NP_391581.1	BSU37000	prmC
NP_391582.1	BSU37010	prfA
NP_391583.1	BSU37020	ywkD
NP_391584.1	BSU37030	racA
NP_391585.1	BSU37040	ywkB
NP_391586.1	BSU37050	maeA
NP_391587.1	BSU37060	tdk
NP_391588.1	BSU37070	rpmEA
NP_391589.2	BSU37080	rho
YP_009514010.1	BSU37089	NODATA
NP_391590.1	BSU37090	glpX
NP_391591.2	BSU37100	murAB
NP_391592.3	BSU37110	tal
NP_391593.1	BSU37120	fbaA
NP_391594.1	BSU37130	spo0F
NP_391595.1	BSU37140	ywjG
NP_391596.1	BSU37150	pyrG
NP_391597.1	BSU37160	rpoE
NP_391598.1	BSU37170	acdA
NP_391599.1	BSU37180	fadF
NP_391600.1	BSU37190	clsB
NP_391601.1	BSU37200	uvsE
NP_391602.1	BSU37210	ywjC
NP_391603.1	BSU37220	ywjB
NP_391604.1	BSU37230	ywjA
NP_391605.1	BSU37240	clsC
NP_391606.1	BSU37250	narI
NP_391607.1	BSU37260	narJ
NP_391608.1	BSU37270	narH
NP_391609.2	BSU37280	narG
NP_391610.1	BSU37290	arfM
NP_391611.1	BSU37300	ywiC
NP_391612.1	BSU37310	fnr
NP_391613.2	BSU37320	narK
NP_391614.1	BSU37330	argS
NP_391615.1	BSU37340	ywiB
NP_391616.1	BSU37350	sboA
YP_054594.1	BSU37360	sboX
NP_391617.1	BSU37370	albA
NP_391618.1	BSU37380	albB
NP_391619.1	BSU37390	albC
NP_391620.1	BSU37400	albD
NP_391621.1	BSU37410	albE
NP_391622.1	BSU37420	albF
NP_391623.1	BSU37430	albG
NP_391624.1	BSU37440	ywhL
NP_391625.1	BSU37450	ywhK
NP_391626.1	BSU37460	rapF
NP_391627.1	BSU37470	phrF
NP_391628.1	BSU37480	ywhH
NP_391629.1	BSU37490	speB
NP_391630.1	BSU37500	speE
NP_391631.2	BSU37510	pbpG
NP_391632.1	BSU37520	ywhD
NP_391633.1	BSU37530	ywhC
NP_391634.1	BSU37540	hmtB
NP_391635.1	BSU37550	ywhA
NP_391636.2	BSU37560	thrZ
YP_009514011.1	BSU37569	NODATA
NP_391637.1	BSU37570	mmr
NP_391638.1	BSU37580	ywgB
NP_391639.1	BSU37590	ywgA
NP_391640.1	BSU37600	ywfO
NP_391641.1	BSU37610	ywzC
NP_391642.1	BSU37620	psrF
NP_391643.1	BSU37630	ywfM
NP_391644.1	BSU37640	lipL
NP_391645.1	BSU37650	cysL
NP_391646.1	BSU37660	pta
NP_391647.3	BSU37670	hemQ
NP_391648.1	BSU37680	bacG
NP_391649.1	BSU37690	bacF
NP_391650.1	BSU37700	bacE
NP_391651.1	BSU37710	bacD
NP_391652.2	BSU37720	bacC
NP_391653.1	BSU37730	bacB
NP_391654.1	BSU37740	bacA
NP_391655.1	BSU37750	ywfA
NP_391656.1	BSU37760	rocC
NP_391657.1	BSU37770	rocB
NP_391658.1	BSU37780	rocA
NP_391659.2	BSU37790	rocG
NP_391660.1	BSU37800	bslB
YP_054595.1	BSU37810	spsL
NP_391661.3	BSU37820	spsK
NP_391662.1	BSU37830	spsJ
NP_391663.1	BSU37840	spsI
NP_391664.1	BSU37850	spsG
NP_391665.2	BSU37860	spsF
NP_391666.1	BSU37870	spsE
NP_391667.1	BSU37880	spsD
NP_391668.1	BSU37890	spsC
NP_391669.2	BSU37900	spsB
NP_391670.1	BSU37910	spsA
NP_391671.1	BSU37920	gerQ
NP_391672.2	BSU37930	ywdK
NP_391673.2	BSU37940	ywdJ
NP_391674.3	BSU37950	ywdI
NP_391675.2	BSU37960	ywdH
NP_391676.1	BSU37970	ung
NP_391677.1	BSU37980	ywdF
NP_391678.1	BSU37990	ywdE
NP_391679.2	BSU38000	ywdD
YP_003097793.1	BSU38018	ywzG
NP_391681.1	BSU38020	pdxK
NP_391682.1	BSU38030	ywdA
NP_391683.2	BSU38040	sacA
NP_391684.3	BSU38050	sacP
NP_391685.1	BSU38060	nirC
NP_391686.1	BSU38070	sacT
NP_391687.2	BSU38080	ywcI
NP_391688.1	BSU38090	vpr
NP_391689.1	BSU38100	ywcH
NP_391690.1	BSU38110	nfrAA
NP_391691.1	BSU38120	rodA
NP_391692.1	BSU38130	ywcE
NP_391693.1	BSU38140	qoxD
NP_391694.1	BSU38150	qoxC
NP_391695.1	BSU38160	qoxB
NP_391696.2	BSU38170	qoxA
NP_391697.2	BSU38180	ywzA
NP_391698.2	BSU38190	galT
NP_391699.1	BSU38200	galK
NP_391700.1	BSU38210	ywcD
NP_391701.2	BSU38220	slrC
YP_003097794.1	BSU38229	slrA
NP_391702.1	BSU38230	vbfB
NP_391703.2	BSU38240	vbfA
NP_391704.1	BSU38250	ywbO
NP_391705.1	BSU38260	efeB
NP_391706.1	BSU38270	efeM
NP_391707.2	BSU38280	efeU
NP_391708.1	BSU38290	thiE
NP_391709.1	BSU38300	thiM
NP_391710.1	BSU38310	cidR
NP_391711.1	BSU38320	cidA
NP_391712.2	BSU38330	cidB
NP_391713.1	BSU38340	ywbF
NP_391714.1	BSU38350	ywbE
NP_391715.1	BSU38360	rlmI
NP_391716.1	BSU38370	glxA
NP_391717.1	BSU38380	ywbB
NP_391718.1	BSU38390	ywbA
NP_391719.1	BSU38400	epr
NP_391720.1	BSU38410	sacX
NP_391721.1	BSU38420	sacY
NP_391722.1	BSU38430	gspA
NP_391723.1	BSU38440	ywaF
NP_391724.1	BSU38450	tyrZR
NP_391725.1	BSU38460	tyrZ
NP_391726.1	BSU38470	eapD
NP_391727.1	BSU38480	relQ
NP_391728.1	BSU38490	menA
YP_009514012.1	BSU38495	NODATA
YP_003097795.1	BSU38499	ywzH
NP_391729.1	BSU38500	dltA
NP_391730.1	BSU38510	dltB
NP_391731.1	BSU38520	dltC
NP_391732.1	BSU38530	dltD
NP_391733.2	BSU38540	dltE
NP_391734.2	BSU38550	ilvK
NP_391735.1	BSU38560	licH
NP_391736.1	BSU38570	licA
NP_391737.1	BSU38580	licC
NP_391738.1	BSU38590	licB
NP_391739.1	BSU38600	licR
NP_391740.1	BSU38610	yxzF
NP_391741.1	BSU38620	aag
NP_391742.1	BSU38630	katX
NP_391743.1	BSU38640	yxlH
NP_391744.2	BSU38650	yxlG
NP_391745.1	BSU38660	yxlF
NP_391746.1	BSU38670	yxlE
NP_391747.1	BSU38680	yxlD
NP_391748.1	BSU38690	yxlC
NP_391749.1	BSU38700	sigY
NP_391750.1	BSU38710	yxlA
NP_391751.1	BSU38720	nnrA
NP_391752.1	BSU38730	cydD
NP_391753.1	BSU38740	cydC
NP_391754.1	BSU38750	cydB
NP_391755.1	BSU38760	cydA
NP_391756.1	BSU38770	cimH
NP_391757.1	BSU38780	yxkI
NP_391758.1	BSU38790	yxzE
NP_391759.1	BSU38800	yxkH
NP_391760.1	BSU38810	msmX
NP_391761.1	BSU38820	yxkF
NP_391762.1	BSU38830	aldY
NP_391763.1	BSU38840	gdnE
NP_391764.2	BSU38850	yxkC
NP_391765.1	BSU38860	galE
NP_391766.1	BSU38870	yxkA
NP_391767.1	BSU38880	yxjO
NP_391768.1	BSU38890	yxjN
NP_391769.1	BSU38900	yxjM
NP_391770.1	BSU38910	yxjL
NP_391771.1	BSU38920	pepT
NP_391772.1	BSU38930	yxjJ
NP_391773.1	BSU38940	yxjI
NP_391774.2	BSU38950	yxjH
NP_391775.3	BSU38960	yxjG
NP_391776.2	BSU38970	yxjF
NP_391777.1	BSU38980	scoB
NP_391778.1	BSU38990	scoA
NP_391779.3	BSU39000	yxjC
NP_391780.1	BSU39010	rlmA
NP_391781.2	BSU39020	nupG
NP_391783.2	BSU39040	yxiS
NP_391784.2	BSU39050	katE
NP_391785.2	BSU39060	citH
NP_391786.1	BSU39070	bglS
NP_391787.2	BSU39080	licT
NP_391788.1	BSU39090	yxiP
NP_391789.1	BSU39100	yxiO
NP_391790.2	BSU39110	deaD
NP_391791.2	BSU39120	yxiM
YP_003097796.1	BSU39139	yxzJ
NP_391793.1	BSU39140	yxiK
NP_391794.1	BSU39150	yxiJ
NP_391795.1	BSU39160	yxiI
NP_391796.1	BSU39170	yxzG
NP_391797.1	BSU39180	yxiH
NP_391798.1	BSU39190	yxiG
NP_391799.1	BSU39200	yxzC
NP_391800.1	BSU39210	yxiF
NP_391801.1	BSU39220	wapI
NP_391802.2	BSU39230	wapA
NP_391803.1	BSU39240	yxxF
NP_391804.1	BSU39250	yxiE
NP_391805.2	BSU39260	bglH
NP_391806.2	BSU39270	bglP
NP_391807.1	BSU39280	yxxE
NP_391808.1	BSU39290	rtbE
NP_391809.2	BSU39300	rtbD
NP_391810.1	BSU39310	yxiC
NP_391811.1	BSU39320	yxiB
NP_391812.2	BSU39330	abnB
YP_003097797.1	BSU39339	yxzL
NP_391813.2	BSU39340	hutP
NP_391814.1	BSU39350	hutH
NP_391815.1	BSU39360	hutU
NP_391816.1	BSU39370	hutI
NP_391817.1	BSU39380	hutG
NP_391818.2	BSU39390	hutM
NP_391819.2	BSU39400	pdp
NP_391820.2	BSU39410	nupC
NP_391821.2	BSU39420	deoC
NP_391822.1	BSU39430	deoR
NP_391823.2	BSU39440	yxxB
NP_391824.1	BSU39450	yxeR
NP_391825.2	BSU39460	yxeQ
NP_391826.2	BSU39470	sndB
NP_391827.1	BSU39480	yxeO
NP_391828.1	BSU39490	yxeN
NP_391829.1	BSU39500	yxeM
NP_391830.2	BSU39510	snaB
NP_391831.1	BSU39520	yxeK
NP_391832.2	BSU39530	yxeJ
NP_391833.2	BSU39540	yxeI
NP_391834.1	BSU39550	hadM
NP_391835.1	BSU39560	yxeG
NP_391836.1	BSU39570	yxeF
NP_391837.1	BSU39580	cotNE
NP_391838.2	BSU39590	yxeD
NP_391839.2	BSU39600	yxeC
NP_391840.2	BSU39610	frxB
NP_391841.1	BSU39620	yxeA
NP_391842.2	BSU39630	tpeM
NP_391843.2	BSU39640	tpeL
NP_391844.1	BSU39650	tpeK
NP_391845.1	BSU39660	tpeJ
NP_391846.1	BSU39670	iolJ
NP_391847.1	BSU39680	iolI
NP_391848.1	BSU39690	iolH
NP_391849.2	BSU39700	iolG
NP_391850.2	BSU39710	iolF
NP_391851.1	BSU39720	iolE
NP_391852.2	BSU39730	iolD
NP_391853.1	BSU39740	iolC
NP_391854.2	BSU39750	iolB
NP_391855.1	BSU39760	iolA
NP_391856.1	BSU39770	iolR
NP_391857.1	BSU39780	iolS
NP_391858.1	BSU39790	yxcE
NP_391859.1	BSU39800	yxcD
NP_391860.1	BSU39810	csbC
NP_391861.1	BSU39820	htpG
NP_391862.1	BSU39830	yxcA
NP_391863.2	BSU39840	yxbG
NP_391864.1	BSU39850	yxbF
NP_391865.2	BSU39860	aldX
NP_391866.2	BSU39870	yxbD
NP_391867.1	BSU39880	yxbC
NP_391868.1	BSU39890	yxbB
NP_391869.1	BSU39900	yxbA
NP_391870.1	BSU39910	yxnB
NP_391871.2	BSU39920	asnH
NP_391872.2	BSU39930	yxaM
NP_391873.2	BSU39940	yxaL
NP_391875.2	BSU39950	yxaJ
NP_391876.1	BSU39960	yxaI
NP_391877.2	BSU39970	yxaH
NP_391878.2	BSU39980	qdoI
NP_391879.2	BSU39990	qdoR
NP_391880.2	BSU40000	yxnA
NP_391881.1	BSU40010	yxaD
YP_003097798.1	BSU40021	yxzK
NP_391882.3	BSU40022	yxaC
NP_391883.3	BSU40030	yxaB
NP_391884.2	BSU40040	glxK
NP_391885.1	BSU40050	gntR
NP_391886.1	BSU40060	gntK
NP_391887.1	BSU40070	gntP
NP_391888.1	BSU40080	gntZ
NP_391889.1	BSU40090	ahpC
NP_391890.1	BSU40100	ahpF
NP_391891.1	BSU40110	bglA
NP_391892.1	BSU40120	ptsJ
NP_391893.1	BSU40130	yydK
YP_003097799.1	BSU40139	yyzN
NP_391894.1	BSU40140	liaM
NP_391895.1	BSU40150	liaL
NP_391896.2	BSU40160	liaK
NP_391897.1	BSU40170	liaE
NP_391898.1	BSU40180	liaD
NP_391899.2	BSU40190	fbp
NP_391900.1	BSU40200	yydD
NP_391901.1	BSU40210	yydC
NP_391902.1	BSU40220	yydB
NP_391903.1	BSU40230	rlmH
YP_003097800.1	BSU40239	yyzF
NP_391904.1	BSU40240	yycS
NP_391905.1	BSU40250	yycR
YP_003097801.1	BSU40259	yyzG
NP_391906.1	BSU40260	yycQ
NP_391907.2	BSU40270	yycP
NP_391908.1	BSU40280	yycO
NP_391909.1	BSU40290	yycN
NP_391910.1	BSU40300	rapG
NP_391911.1	BSU40310	phrG
NP_391912.1	BSU40320	argI
NP_391913.1	BSU40330	rocE
NP_391914.1	BSU40340	rocD
NP_391915.1	BSU40350	rocR
YP_009514013.1	BSU40358	NODATA
NP_391916.1	BSU40360	htrC
NP_391917.2	BSU40370	walJ
NP_391918.1	BSU40380	walI
NP_391919.1	BSU40390	walH
NP_391920.1	BSU40400	walK
NP_391921.1	BSU40410	walR
NP_391922.1	BSU40420	purA
NP_391923.1	BSU40430	yycE
NP_391924.2	BSU40440	dnaC
NP_391925.1	BSU40450	yycD
NP_391926.1	BSU40460	yyzB
NP_391927.1	BSU40470	yycC
NP_391928.1	BSU40480	yycB
NP_391929.2	BSU40490	yycA
NP_391930.1	BSU40500	rplI
NP_391931.1	BSU40510	gdpP
NP_391932.1	BSU40520	yybS
YP_003097802.1	BSU40529	yyzH
NP_391933.1	BSU40530	cotF
NP_391934.1	BSU40540	hypR
NP_391935.1	BSU40550	ppaC
NP_391936.1	BSU40560	yybP
NP_391937.1	BSU40570	yybO
YP_009514014.1	BSU40576	NODATA
NP_391938.1	BSU40580	yybN
NP_391939.1	BSU40590	yybM
NP_391940.1	BSU40600	yybL
NP_391941.1	BSU40610	yybK
NP_391942.1	BSU40620	yybJ
NP_391943.1	BSU40630	ictI
NP_391944.1	BSU40640	yybH
NP_391945.1	BSU40650	yybG
NP_391946.1	BSU40660	yybF
NP_391947.2	BSU40670	yybE
NP_391948.1	BSU40680	yybD
NP_391949.1	BSU40690	yybC
NP_391950.1	BSU40700	yybB
NP_391951.1	BSU40710	yybA
NP_391952.1	BSU40720	yyaT
NP_391953.1	BSU40730	yyaS
NP_391954.1	BSU40740	yyaR
NP_391955.1	BSU40750	yyaQ
NP_391956.1	BSU40760	yyaP
NP_391957.1	BSU40770	tetB
NP_391958.1	BSU40780	tetL
NP_391959.1	BSU40790	yyaO
NP_391960.1	BSU40800	yyaN
NP_391961.1	BSU40810	yyaM
NP_391962.1	BSU40820	yyaL
NP_391963.1	BSU40830	yyaK
NP_391964.2	BSU40840	yyaJ
NP_391965.1	BSU40850	maa
NP_391966.1	BSU40860	yyaH
NP_391967.1	BSU40870	ccpB
NP_391968.1	BSU40880	exoA
NP_391969.2	BSU40890	rpsR
NP_391970.1	BSU40900	ssbA
NP_391971.1	BSU40910	rpsF
NP_391972.1	BSU40920	engD
NP_391973.1	BSU40930	yyaE
YP_003097803.1	BSU40939	yyzM
NP_391974.1	BSU40940	yyaD
NP_391975.1	BSU40950	sprC
NP_391976.1	BSU40960	parB
NP_391977.1	BSU40970	parA
NP_391978.2	BSU40980	yyaB
NP_391979.1	BSU40990	nocA
NP_391980.1	BSU41000	rsmG
NP_391981.1	BSU41010	trmF
NP_391982.1	BSU41020	mnmE
NP_391983.1	BSU41030	jag
NP_391984.1	BSU41040	oxaAA
NP_391985.1	BSU41050	rnpA
NP_391986.1	BSU41060	rpmH
