NP_459006.1	STM0001	thrL
NP_463004.1	STM4125	oxyR
NP_463005.1	STM4126	udhA
NP_463006.3	STM4127	yijC
NP_463007.1	STM4128	yijD
NP_463008.1	STM4129	trmA
NP_463009.1	STM4130	btuB
NP_463010.1	STM4131	murI
NP_463011.1	STM4137	murB
NP_463012.1	STM4138	birA
NP_463013.1	STM4139	coaA
NP_463014.1	STM4141	NODATA
NP_463015.1	STM4146	tufB
NP_463016.1	STM4147	secE
NP_463017.1	STM4148	nusG
NP_463018.1	STM4149	rplK
NP_463019.1	STM4150	rplA
NP_463020.1	STM4151	rplJ
NP_463021.1	STM4152	rplL
NP_463022.1	STM4153	rpoB
NP_463023.1	STM4154	rpoC
NP_463024.1	STM4155	NODATA
NP_463025.1	STM4156	NODATA
NP_463026.1	STM4157	NODATA
NP_463027.1	STM4158	NODATA
NP_463028.1	STM4159	thiH
NP_463029.1	STM4160	thiG
NP_463030.1	STM4161	NODATA
NP_463031.1	STM4162	thiF
NP_463032.1	STM4163	thiE
NP_463033.1	STM4164	thiC
NP_463034.1	STM4165	rsd
NP_463035.1	STM4166	yjaD
NP_463036.2	STM4167	hemE
NP_463037.1	STM4168	nfi
NP_463038.1	STM4169	yjaG
NP_463039.1	STM4170	hupA
NP_463040.1	STM4171	yjaH
NP_463041.1	STM4172	zraP
NP_463042.1	STM4173	hydH
NP_463043.1	STM4174	hydG
NP_463044.1	STM4175	purD
NP_463045.1	STM4176	purH
NP_463046.1	STM4181	yjaB
NP_463047.1	STM4182	metA
NP_463048.1	STM4183	aceB
NP_463049.1	STM4184	aceA
NP_463050.1	STM4185	aceK
NP_463051.1	STM4186	NODATA
NP_463052.1	STM4187	iclR
NP_463053.3	STM4188	metH
NP_463054.1	STM4189	yjbB
NP_463055.1	STM4190	pepE
NP_463056.1	STM4191	NODATA
NP_463057.1	STM4192	NODATA
NP_463058.1	STM4193	yjbC
NP_463059.1	STM4194	yjbD
NP_463060.1	STM4195	NODATA
NP_463061.1	STM4196	NODATA
NP_463062.1	STM4197	NODATA
NP_463063.1	STM4198	NODATA
NP_463064.1	STM4199	NODATA
NP_463065.1	STM4200	NODATA
NP_463066.1	STM4201	NODATA
NP_463067.1	STM4202	NODATA
NP_463068.1	STM4203	NODATA
NP_463069.1	STM4204	NODATA
NP_463070.1	STM4205	NODATA
NP_463071.1	STM4206	NODATA
NP_463072.1	STM4207	NODATA
NP_463073.1	STM4208	NODATA
NP_463074.1	STM4209	NODATA
NP_463075.1	STM4210	NODATA
NP_463076.1	STM4211	NODATA
NP_463077.1	STM4212	NODATA
NP_463078.1	STM4213	NODATA
NP_463079.1	STM4214	NODATA
NP_463080.1	STM4215	NODATA
NP_463081.1	STM4216	NODATA
NP_463082.1	STM4217	NODATA
NP_463083.1	STM4218	NODATA
NP_463084.3	STM4219	NODATA
NP_463085.1	STM4220	lysC
NP_463086.1	STM4221	pgi
NP_463087.3	STM4222	yjbE
NP_463088.3	STM4223	yjbF
NP_463089.1	STM4224	yjbG
NP_463090.1	STM4225	yjbH
NP_463091.1	STM4226	yjbA
NP_463092.1	STM4227	malG
NP_463093.1	STM4228	malF
NP_463094.3	STM4229	malE
NP_463095.1	STM4230	malK
NP_463096.1	STM4231	lamB
NP_463097.1	STM4232	malM
NP_463098.1	STM4233	ubiC
NP_463099.1	STM4234	ubiA
NP_463100.1	STM4235	plsB
NP_463101.1	STM4236	dgkA
NP_463102.1	STM4237	lexA
NP_463103.1	STM4238	dinF
NP_463104.1	STM4239	NODATA
NP_463105.1	STM4240	yjbJ
NP_463106.1	STM4241	zur
NP_463107.1	STM4242	NODATA
NP_463108.1	STM4243	yjbN
NP_463109.1	STM4244	yjbO
NP_463110.1	STM4245	qor
NP_463111.1	STM4246	dnaB
NP_463112.1	STM4247	alr
NP_463113.1	STM4248	tyrB
NP_463114.1	STM4249	aphA
NP_463115.1	STM4250	yjbQ
NP_463116.1	STM4251	yjbR
NP_463117.1	STM4252	NODATA
NP_463118.1	STM4253	NODATA
NP_463119.1	STM4254	uvrA
NP_463120.1	STM4255	NODATA
NP_463121.1	STM4256	ssb
NP_463122.1	STM4257	NODATA
NP_463123.1	STM4258	NODATA
NP_463124.1	STM4259	NODATA
NP_463125.1	STM4260	NODATA
NP_463126.1	STM4261	NODATA
NP_463127.1	STM4262	NODATA
NP_463128.1	STM4263	yjcB
NP_463129.1	STM4264	yjcC
NP_463130.1	STM4265	soxS
NP_463131.1	STM4266	soxR
NP_463132.1	STM4267	NODATA
NP_463133.1	STM4268	yjcD
NP_463134.1	STM4269	yjcE
NP_463135.1	STM4270	NODATA
NP_463136.1	STM4271	NODATA
NP_463137.1	STM4272	NODATA
NP_463138.1	STM4273	yjcG
NP_463139.1	STM4274	yjcH
NP_463140.1	STM4275	acs
NP_463141.1	STM4276	NODATA
NP_463142.1	STM4277	nrfA
NP_463143.3	STM4278	nrfB
NP_463144.1	STM4279	nrfC
NP_463145.1	STM4280	nrfD
NP_463146.1	STM4281	nrfE
NP_463147.1	STM4282	nrfG
NP_463148.1	STM4283	gltP
NP_463149.1	STM4284	yjcO
NP_463150.1	STM4285	fdhF
NP_463151.1	STM4286	lpxO
NP_463152.3	STM4287	phnO
NP_463153.1	STM4288	phnB
NP_463154.1	STM4289	phnA
NP_463155.1	STM4290	proP
NP_463156.1	STM4291	basS
NP_463157.1	STM4292	basR
NP_463158.1	STM4293	yjdB
NP_463159.1	STM4294	yjdE
NP_463160.1	STM4295	adiY
NP_463161.1	STM4296	adi
NP_463162.1	STM4297	melR
NP_463163.1	STM4298	melA
NP_463164.1	STM4299	melB
NP_463165.1	STM4300	fumB
NP_463166.1	STM4301	dcuB
NP_463167.1	STM4302	NODATA
NP_463168.1	STM4303	dcuR
NP_463169.1	STM4304	dcuS
NP_463170.3	STM4305	NODATA
NP_463171.1	STM4306	NODATA
NP_463172.1	STM4307	NODATA
NP_463173.1	STM4308	NODATA
NP_463174.1	STM4309	NODATA
NP_463175.1	STM4310	NODATA
NP_463176.1	STM4311	tnpA_6
NP_463177.1	STM4312	NODATA
NP_463178.1	STM4313	NODATA
NP_463179.3	STM4314	NODATA
NP_463180.1	STM4315	NODATA
NP_463181.1	STM4316	NODATA
NP_463182.1	STM4317	NODATA
NP_463183.1	STM4318	NODATA
NP_463184.1	STM4319	phoN
YP_009333614.1	STM4319a	EthD
NP_463185.1	STM4320	NODATA
NP_463186.1	STM4322	yjdC
NP_463187.1	STM4323	dsbD
NP_463188.1	STM4324	cutA
NP_463189.1	STM4325	dcuA
NP_463190.1	STM4326	aspA
NP_463191.3	STM4327	fxsA
NP_463192.1	STM4328	yjeH
NP_463193.1	STM4329	mopB
NP_463194.1	STM4330	mopA
NP_463195.2	STM4331	yjeI
NP_463196.1	STM4332	yjeJ
NP_463197.1	STM4333	yjeK
NP_463198.1	STM4334	efp
NP_463199.2	STM4335	ecnA
NP_463200.1	STM4336	ecnB
NP_463201.1	STM4337	ecnR
NP_463202.1	STM4338	sugE
NP_463203.1	STM4339	blc
NP_463204.1	STM4340	frdD
NP_463205.1	STM4341	frdC
NP_463206.1	STM4342	frdB
NP_463207.1	STM4343	frdA
NP_463208.1	STM4344	yjeA
NP_463209.1	STM4345	yjeM
NP_463210.1	STM4346	yjeO
NP_463211.1	STM4347	yjeP
NP_463212.1	STM4348	psd
NP_463213.3	STM4349	yjeQ
NP_463214.1	STM4350	orn
NP_463215.3	STM4351	NODATA
NP_463216.3	STM4355	yjeS
NP_463217.1	STM4356	yjeF
NP_463218.1	STM4357	yjeE
NP_463219.1	STM4358	amiB
NP_463220.1	STM4359	mutL
NP_463221.1	STM4360	miaA
NP_463222.1	STM4361	hfq
NP_463223.1	STM4362	hflX
NP_463224.1	STM4363	hflK
NP_463225.1	STM4364	hflC
NP_463226.1	STM4365	yjeT
NP_463227.1	STM4366	purA
NP_463228.1	STM4367	yjeB
NP_463229.1	STM4368	vacB
NP_463230.1	STM4369	yjfH
NP_463231.1	STM4370	yjfI
NP_463232.1	STM4371	yjfJ
NP_463233.1	STM4372	NODATA
NP_463234.3	STM4373	yjfK
NP_463235.1	STM4374	yjfL
NP_463236.1	STM4375	yjfM
NP_463237.1	STM4376	yjfC
NP_463238.3	STM4377	aidB
NP_463239.1	STM4378	yjfN
NP_463240.1	STM4379	yjfO
NP_463241.1	STM4380	yjfP
NP_463242.1	STM4381	yjfQ
NP_463243.1	STM4382	yjfR
NP_463244.3	STM4383	sgaT
NP_463245.1	STM4384	sgaB
NP_463246.1	STM4385	ptxA
NP_463247.1	STM4386	sgaH
NP_463248.1	STM4387	sgaU
NP_463249.1	STM4388	sgaE
NP_463250.1	STM4389	yjfY
NP_463251.1	STM4390	NODATA
NP_463252.1	STM4391	rpsF
NP_463253.1	STM4392	priB
NP_463254.2	STM4393	rpsR
NP_463255.1	STM4394	rplI
NP_463256.1	STM4395	yifZ
NP_463257.1	STM4396	ytfB
NP_463258.3	STM4397	fklB
NP_463259.1	STM4398	cycA
NP_463260.1	STM4399	ytfE
NP_463261.1	STM4400	ytfF
NP_463262.1	STM4401	ytfG
NP_463263.1	STM4402	ytfH
NP_463264.1	STM4403	cpdB
NP_463265.1	STM4404	cysQ
NP_463266.1	STM4405	ytfJ
NP_463267.3	STM4406	ytfK
NP_463268.1	STM4407	ytfL
NP_463269.1	STM4408	msrA
NP_463270.1	STM4409	ytfM
NP_463271.1	STM4410	ytfN
NP_463272.1	STM4411	ytfP
NP_463273.1	STM4412	NODATA
NP_463274.1	STM4413	NODATA
NP_463275.1	STM4414	ppa
NP_463276.1	STM4415	fbp
NP_463277.1	STM4416	mpl
NP_463278.1	STM4417	NODATA
NP_463279.1	STM4418	NODATA
NP_463280.1	STM4419	NODATA
NP_463281.1	STM4420	NODATA
NP_463282.1	STM4421	NODATA
NP_453693.1	STM4422	NODATA
NP_463284.1	STM4423	NODATA
NP_463285.3	STM4424	NODATA
NP_463286.1	STM4425	NODATA
NP_463287.1	STM4426	srfJ
NP_463288.1	STM4427	NODATA
NP_463289.1	STM4428	NODATA
NP_453701.1	STM4430	NODATA
NP_453700.1	STM4429	NODATA
NP_453702.1	STM4431	NODATA
NP_453703.1	STM4432	NODATA
NP_463294.1	STM4433	NODATA
NP_463295.1	STM4434	NODATA
NP_463296.1	STM4435	NODATA
NP_463297.1	STM4436	NODATA
NP_463298.1	STM4437	yjgA
NP_463299.1	STM4438	pmbA
NP_463300.1	STM4439	cybC
NP_463301.1	STM4440	NODATA
NP_463302.1	STM4441	NODATA
NP_463303.1	STM4442	NODATA
NP_463304.1	STM4443	NODATA
NP_463305.1	STM4444	NODATA
NP_463306.1	STM4445	NODATA
NP_463307.1	STM4446	NODATA
NP_463308.2	STM4447	NODATA
NP_463309.1	STM4448	NODATA
NP_463310.1	STM4449	NODATA
NP_463311.1	STM4450	NODATA
NP_463312.1	STM4451	nrdG
NP_463313.1	STM4452	nrdD
NP_463314.1	STM4453	treC
NP_463315.1	STM4455	treR
NP_463316.1	STM4456	mgtA
NP_463317.1	STM4457	NODATA
NP_463318.1	STM4458	yjgF
NP_463319.1	STM4459	pyrI
NP_463320.1	STM4460	pyrB
NP_463321.1	STM4461	pyrL
NP_453732.1	STM4462	yjgG
NP_463323.1	STM4463	NODATA
NP_463324.1	STM4464	NODATA
NP_463325.1	STM4465	NODATA
NP_463326.1	STM4466	NODATA
NP_463327.1	STM4467	NODATA
NP_463328.1	STM4468	yjgK
NP_463329.1	STM4469	argI
NP_463330.1	STM4470	yjgD
NP_463331.1	STM4471	miaE
NP_463332.1	STM4472	ytgA
NP_463333.1	STM4473	yjgM
NP_463334.1	STM4474	yjgN
NP_463335.1	STM4475	valS
NP_463336.3	STM4476	holC
NP_463337.1	STM4477	pepA
NP_463338.1	STM4478	NODATA
NP_463339.1	STM4479	yjgP
NP_463340.1	STM4480	yjgQ
NP_463341.1	STM4481	idnR
NP_463342.1	STM4482	idnT
NP_463343.1	STM4483	idnO
NP_463344.1	STM4484	idnD
NP_463345.1	STM4485	idnK
NP_463346.1	STM4486	yjgB
NP_463347.1	STM4488	NODATA
NP_463348.1	STM4489	NODATA
NP_463349.1	STM4490	NODATA
NP_463350.1	STM4491	NODATA
NP_463351.1	STM4492	NODATA
NP_463352.1	STM4493	NODATA
NP_463353.1	STM4494	NODATA
NP_463354.1	STM4495	NODATA
NP_463355.1	STM4496	NODATA
NP_463356.1	STM4497	NODATA
NP_463357.1	STM4498	NODATA
NP_463358.3	STM4499	yeeN
NP_463359.1	STM4500	yjhP
NP_463360.1	STM4501	NODATA
NP_463361.1	STM4502	NODATA
NP_463362.1	STM4503	NODATA
NP_463363.1	STM4504	NODATA
NP_463364.1	STM4505	NODATA
NP_463365.1	STM4506	NODATA
NP_463366.1	STM4507	uxuR
NP_463367.1	STM4508	trpS2
NP_463368.3	STM4509	NODATA
NP_463369.1	STM4510	NODATA
NP_463370.1	STM4511	yjiE
NP_463371.1	STM4512	iadA
NP_463372.1	STM4513	yjiG
NP_463373.3	STM4514	yjiH
NP_463374.1	STM4515	yjiJ
NP_463375.1	STM4516	yjiN
NP_463376.1	STM4517	yjiO
NP_463377.1	STM4518	NODATA
NP_463378.1	STM4519	NODATA
NP_463379.1	STM4520	NODATA
NP_463380.1	STM4521	yjiS
NP_463381.1	STM4522	NODATA
NP_463382.1	STM4523	yjiW
NP_463383.1	STM4524	hsdS
NP_463384.1	STM4525	hsdM
NP_463385.1	STM4526	hsdR
NP_463386.1	STM4527	mrr
NP_463387.1	STM4528	NODATA
NP_463388.1	STM4529	NODATA
NP_463389.1	STM4530	yjiA
NP_463390.1	STM4531	yjiX
NP_463391.1	STM4532	yjiY
NP_463392.1	STM4533	tsr
NP_463393.1	STM4534	NODATA
NP_463394.1	STM4535	NODATA
NP_463395.1	STM4536	NODATA
NP_463396.1	STM4537	NODATA
NP_463397.1	STM4538	NODATA
NP_463398.1	STM4539	NODATA
NP_463399.3	STM4540	NODATA
NP_463400.3	STM4541	mdoB
NP_463401.1	STM4542	yjjA
NP_463402.1	STM4543	dnaC
NP_463403.1	STM4544	dnaT
NP_463404.1	STM4545	NODATA
NP_463405.1	STM4546	yjjP
NP_463406.1	STM4547	yjjQ
NP_463407.3	STM4548	bglJ
NP_463408.1	STM4549	NODATA
NP_463409.1	STM4550	fhuF
NP_463410.1	STM4551	NODATA
NP_463411.1	STM4552	NODATA
NP_463412.1	STM4556	rsmC
NP_463413.1	STM4557	holD
NP_463414.1	STM4558	rimI
NP_463415.3	STM4559	yjjG
NP_463416.1	STM4560	prfC
NP_463417.1	STM4561	osmY
NP_463418.1	STM4562	NODATA
NP_463419.1	STM4563	yjjU
NP_463420.1	STM4564	yjjV
NP_463421.1	STM4565	yjjW
NP_463422.1	STM4566	yjjI
NP_463423.1	STM4567	deoC
NP_463424.1	STM4568	deoA
NP_463425.1	STM4569	deoB
NP_463426.1	STM4570	deoD
NP_463427.1	STM4571	NODATA
NP_463428.1	STM4572	stjB
NP_463429.1	STM4573	stjC
NP_463430.1	STM4574	NODATA
NP_463431.1	STM4575	NODATA
NP_463432.1	STM4576	lplA
NP_463433.2	STM4577	smp
NP_463434.1	STM4578	serB
NP_463435.1	STM4579	radA
NP_463436.5	STM4580	nadR
NP_463437.1	STM4581	yjjK
NP_463438.3	STM4582	slt
NP_463439.1	STM4583	trpR
NP_463440.1	STM4584	yjjX
NP_463441.1	STM4585	gpmB
NP_463442.1	STM4586	rob
NP_463443.1	STM4587	creA
NP_463444.1	STM4588	creB
NP_463445.1	STM4589	creC
NP_463446.1	STM4590	creD
NP_463447.1	STM4591	sthE
NP_463448.1	STM4592	sthD
NP_463449.1	STM4593	sthB
NP_463450.1	STM4594	sthA
NP_463451.1	STM4595	NODATA
NP_463452.1	STM4596	NODATA
NP_463453.1	STM4597	NODATA
NP_463454.1	STM4598	arcA
NP_463455.1	STM4599	yjjY
NP_463456.1	STM4600	lasT
NP_490493.1	PSLT001	NODATA
NP_490494.1	PSLT002	NODATA
NP_490495.1	PSLT003	repC
NP_490496.1	PSLT004	repA3
NP_490497.1	PSLT005	tap
NP_490498.3	PSLT006	repA
NP_490499.1	PSLT007	NODATA
NP_490500.1	PSLT008	srgC
NP_490501.1	PSLT009	rcK
NP_490502.1	PSLT010	srgB
NP_490503.1	PSLT011	srgA
NP_490504.1	PSLT012	orf7
NP_490505.1	PSLT013	pefI
NP_490506.1	PSLT014	orf6
NP_490507.1	PSLT015	orf5
NP_490508.1	PSLT016	pefD
NP_490509.1	PSLT017	pefC
NP_490510.1	PSLT018	pefA
NP_490511.1	PSLT019	pefB
NP_490512.1	PSLT020	NODATA
NP_490513.1	PSLT023	repA2
NP_490514.1	PSLT024	NODATA
NP_490515.1	PSLT025	NODATA
NP_490516.1	PSLT026	NODATA
NP_490517.1	PSLT027	ccdA
NP_490518.1	PSLT028	ccdB
NP_490519.1	PSLT029	NODATA
NP_490520.1	PSLT030	NODATA
NP_490521.1	PSLT031	rsdB
NP_490522.1	PSLT032	NODATA
NP_490523.1	PSLT033	NODATA
NP_490524.1	PSLT034	NODATA
NP_490525.1	PSLT035	spvD
NP_490526.1	PSLT036	NODATA
NP_490527.1	PSLT037	spvD
NP_490528.1	PSLT038	spvC
NP_490529.1	PSLT039	spvB
NP_490530.1	PSLT040	spvA
NP_490531.1	PSLT041	spvR
NP_490532.1	PSLT042	NODATA
NP_490533.1	PSLT043	NODATA
NP_490534.1	PSLT044	rlgA
NP_490535.1	PSLT045	NODATA
NP_490536.1	PSLT046	NODATA
NP_490537.1	PSLT047	NODATA
NP_490538.1	PSLT048	tlpA
NP_490539.1	PSLT049	NODATA
NP_490540.1	PSLT050	NODATA
NP_490541.1	PSLT051	samB
NP_490542.1	PSLT052	parA
NP_490543.1	PSLT053	parB
NP_490544.1	PSLT054	samB
NP_490545.1	PSLT055	samA
NP_490546.1	PSLT056	NODATA
NP_490547.1	PSLT057	NODATA
NP_490548.1	PSLT059	NODATA
NP_490549.1	PSLT060	NODATA
NP_490550.1	PSLT061	NODATA
NP_490551.1	PSLT062	NODATA
NP_490552.1	PSLT063	NODATA
NP_490553.1	PSLT064	NODATA
NP_490554.1	PSLT066	ssbB
NP_490555.1	PSLT067	NODATA
NP_490556.1	PSLT068	NODATA
NP_490557.1	PSLT069	psiB
NP_490558.1	PSLT070	psiA
NP_490559.1	PSLT072	finP
NP_490560.1	PSLT073	traM
NP_490561.1	PSLT075	traJ
NP_490562.1	PSLT076	traY
NP_490563.1	PSLT077	traA
NP_490564.1	PSLT078	traL
NP_490565.1	PSLT079	traE
NP_490566.1	PSLT080	traK
NP_490567.1	PSLT081	traB
NP_490568.1	PSLT082	traP
NP_490569.1	PSLT083	trbD
NP_490570.1	PSLT084	traV
NP_490571.1	PSLT085	traR
NP_490572.1	PSLT087	NODATA
NP_490573.1	PSLT088	traC
NP_490574.1	PSLT089	trbI
NP_490575.1	PSLT091	traW
NP_490576.1	PSLT092	traU
NP_490577.1	PSLT093	NODATA
NP_490578.1	PSLT094	trbC
NP_490579.1	PSLT095	traN
NP_490580.1	PSLT096	trbE
NP_490581.1	PSLT097	traF
NP_490582.1	PSLT098	traQ
NP_490583.1	PSLT099	trbB
NP_490584.1	PSLT100	traH
NP_490585.1	PSLT101	traG
NP_490586.1	PSLT102	traS
NP_490587.1	PSLT103	traT
NP_490588.1	PSLT104	traD
NP_490589.1	PSLT105	trbH
NP_490590.1	PSLT106	NODATA
NP_490591.1	PSLT107	NODATA
NP_490592.1	PSLT108	traI
NP_490593.1	PSLT110	traX
NP_490594.1	PSLT111	finO
